genus,species,rank,infra_epithet,scientific_name,common_names,fnct_page,source
Delphinium,carolinianum,subspecies,vimineum,Delphinium carolinianum subsp. vimineum,Pinewoods Larkspur; Blue Larkspur; Gulf Coast Larkspur,924,"Diggs, Lipscomb & O'Kennon 1999, p. 924"
Delphinium,carolinianum,subspecies,virescens,Delphinium carolinianum subsp. virescens,Prairie Larkspur; Plains Larkspur; White Larkspur; Penard’s Larkspur; Rabbit-Face,924,"Diggs, Lipscomb & O'Kennon 1999, p. 924"
Descurainia,incana,subspecies,viscosa,Descurainia incana subsp. viscosa,,465,"Diggs, Lipscomb & O'Kennon 1999, p. 465"
Descurainia,pinnata,species,,Descurainia pinnata,,465,"Diggs, Lipscomb & O'Kennon 1999, p. 465"
Descurainia,pinnata,subspecies,brachycarpa,Descurainia pinnata subsp. brachycarpa,,465,"Diggs, Lipscomb & O'Kennon 1999, p. 465"
Descurainia,pinnata,subspecies,halictorum,Descurainia pinnata subsp. halictorum,,466,"Diggs, Lipscomb & O'Kennon 1999, p. 466"
Descurainia,sophia,species,,Descurainia sophia,Flixweed Tansy-Mustard,466,"Diggs, Lipscomb & O'Kennon 1999, p. 466"
Desmanthus,acuminatus,species,,Desmanthus acuminatus,,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmanthus,illinoensis,species,,Desmanthus illinoensis,Illinois Bundleflower; Illinois Desmanthus; Prairie-Mimosa; Prickleweed,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmanthus,leptolobus,species,,Desmanthus leptolobus,,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmanthus,reticulatus,species,,Desmanthus reticulatus,,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmanthus,velutinus,species,,Desmanthus velutinus,,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmanthus,virgatus,species,,Desmanthus virgatus,,652,"Diggs, Lipscomb & O'Kennon 1999, p. 652"
Desmazeria,rigida,species,,Desmazeria rigida,,1260,"Diggs, Lipscomb & O'Kennon 1999, p. 1260"
Desmodium,canescens,species,,Desmodium canescens,Hoary Tick-Clover,655,"Diggs, Lipscomb & O'Kennon 1999, p. 655"
Desmodium,ciliare,species,,Desmodium ciliare,Little-Leaf Tick-Clover,655,"Diggs, Lipscomb & O'Kennon 1999, p. 655"
Desmodium,glutinosum,species,,Desmodium glutinosum,,71,"Diggs, Lipscomb & O'Kennon 1999, p. 71"
Desmodium,marilandicum,species,,Desmodium marilandicum,Maryland Tick-Clover,655,"Diggs, Lipscomb & O'Kennon 1999, p. 655"
Desmodium,nuttallii,species,,Desmodium nuttallii,Nuttall’s Tick-Clover,655,"Diggs, Lipscomb & O'Kennon 1999, p. 655"
Desmodium,obtusum,species,,Desmodium obtusum,,655,"Diggs, Lipscomb & O'Kennon 1999, p. 655"
Desmodium,paniculatum,species,,Desmodium paniculatum,Panicled Tick-Clover,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Desmodium,pauciflorum,species,,Desmodium pauciflorum,Few-Flower Tick-Clover,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Desmodium,psilophyllum,species,,Desmodium psilophyllum,Wright’s Tick-Clover; Simpleleaf Tick-Clover,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Desmodium,sessilifolium,species,,Desmodium sessilifolium,,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Desmodium,tweedyi,species,,Desmodium tweedyi,Tweedy’s Tick-Clover,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Desmodium,viridiflorum,species,,Desmodium viridiflorum,Velvet-Leaf Tick-Clover,656,"Diggs, Lipscomb & O'Kennon 1999, p. 656"
Dianthus,armeria,species,,Dianthus armeria,Deptford Pink,518,"Diggs, Lipscomb & O'Kennon 1999, p. 518"
Dianthus,barbatus,species,,Dianthus barbatus,Sweet-William,518,"Diggs, Lipscomb & O'Kennon 1999, p. 518"
Diarrhena,americana,species,,Diarrhena americana,American Beakgrain,1260,"Diggs, Lipscomb & O'Kennon 1999, p. 1260"
Diarrhena,obovata,species,,Diarrhena obovata,,1262,"Diggs, Lipscomb & O'Kennon 1999, p. 1262"
Dichanthium,annulatum,species,,Dichanthium annulatum,Kleberg Bluestem,1262,"Diggs, Lipscomb & O'Kennon 1999, p. 1262"
Dichondra,carolinensis,species,,Dichondra carolinensis,,552,"Diggs, Lipscomb & O'Kennon 1999, p. 552"
Dichondra,recurvata,species,,Dichondra recurvata,,552,"Diggs, Lipscomb & O'Kennon 1999, p. 552"
Dicliptera,brachiata,species,,Dicliptera brachiata,False Mint,212,"Diggs, Lipscomb & O'Kennon 1999, p. 212"
Digitaria,californica,species,,Digitaria californica,California Cottontop; Arizona Cottontop,1263,"Diggs, Lipscomb & O'Kennon 1999, p. 1263"
Digitaria,ciliaris,species,,Digitaria ciliaris,Southern Crab Grass,1263,"Diggs, Lipscomb & O'Kennon 1999, p. 1263"
Digitaria,cognata,species,,Digitaria cognata,,1263,"Diggs, Lipscomb & O'Kennon 1999, p. 1263"
Digitaria,cognata,subspecies,pubiflora,Digitaria cognata subsp. pubiflora,Western Witch Grass,1263,"Diggs, Lipscomb & O'Kennon 1999, p. 1263"
Digitaria,filiformis,species,,Digitaria filiformis,Slender Crab Grass; Slender Finger Grass,1263,"Diggs, Lipscomb & O'Kennon 1999, p. 1263"
Digitaria,ischaemum,species,,Digitaria ischaemum,Smooth Crab Grass,1264,"Diggs, Lipscomb & O'Kennon 1999, p. 1264"
Digitaria,sanguinalis,species,,Digitaria sanguinalis,Hairy Crab Grass; Large Crab Grass,1264,"Diggs, Lipscomb & O'Kennon 1999, p. 1264"
Digitaria,villosa,species,,Digitaria villosa,Shaggy Crab Grass,1264,"Diggs, Lipscomb & O'Kennon 1999, p. 1264"
Diodia,teres,species,,Diodia teres,Poor-Joe; Buttonweed,962,"Diggs, Lipscomb & O'Kennon 1999, p. 962"
Diodia,virginiana,species,,Diodia virginiana,Virginia Buttonweed; Large Buttonweed,962,"Diggs, Lipscomb & O'Kennon 1999, p. 962"
Dioscorea,quaternata,species,,Dioscorea quaternata,,1165,"Diggs, Lipscomb & O'Kennon 1999, p. 1165"
Dioscorea,villosa,species,,Dioscorea villosa,Wild Yam; Atlantic Yam; Colicroot,1165,"Diggs, Lipscomb & O'Kennon 1999, p. 1165"
Diospyros,texana,species,,Diospyros texana,Texas Persimmon; Mexican Persimmon; Black Persimmon; Chapote Persimmon,579,"Diggs, Lipscomb & O'Kennon 1999, p. 579"
Diospyros,virginiana,species,,Diospyros virginiana,Common Persimmon; Eastern Persimmon,579,"Diggs, Lipscomb & O'Kennon 1999, p. 579"
Diplotaxis,muralis,species,,Diplotaxis muralis,Stinking Wallrocket; Sandrocket; Wallrocket,466,"Diggs, Lipscomb & O'Kennon 1999, p. 466"
Distichlis,spicata,species,,Distichlis spicata,Salt Grass; Spicate Salt Grass; Inland Salt Grass; Desert Salt Grass; Coastal Salt Grass; Spike Grass; Alkali Grass,1264,"Diggs, Lipscomb & O'Kennon 1999, p. 1264"
Ditaxis,aphoroides,species,,Ditaxis aphoroides,Hill Country Wild Mercury; Shrubby Ditaxis,602,"Diggs, Lipscomb & O'Kennon 1999, p. 602"
Ditaxis,humilis,variety,humilis,Ditaxis humilis var. humilis,Low Wild Mercury; Low Ditaxis,602,"Diggs, Lipscomb & O'Kennon 1999, p. 602"
Ditaxis,humilis,variety,laevis,Ditaxis humilis var. laevis,,602,"Diggs, Lipscomb & O'Kennon 1999, p. 602"
Ditaxis,humilis,variety,leiosperma,Ditaxis humilis var. leiosperma,,602,"Diggs, Lipscomb & O'Kennon 1999, p. 602"
Ditaxis,mercurialina,species,,Ditaxis mercurialina,Tall Wild Mercury; Tall Ditaxis,604,"Diggs, Lipscomb & O'Kennon 1999, p. 604"
Dodecatheon,meadia,species,,Dodecatheon meadia,Common Shootingstar; American Cowslip,913,"Diggs, Lipscomb & O'Kennon 1999, p. 913"
Draba,brachycarpa,species,,Draba brachycarpa,Short-Pod Draba,466,"Diggs, Lipscomb & O'Kennon 1999, p. 466"
Draba,cuneifolia,species,,Draba cuneifolia,Wedge-Leaf Draba; Whitlow-Wort,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Draba,platycarpa,species,,Draba platycarpa,Broad-Pod Draba,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Draba,reptans,species,,Draba reptans,Carolina Draba,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Dracopis,amplexicaulis,species,,Dracopis amplexicaulis,Clasping Coneflower; Clasping-Leaf Coneflower; Black-Eyed-Susan; Coneflower,346,"Diggs, Lipscomb & O'Kennon 1999, p. 346"
Drosera,brevifolia,species,,Drosera brevifolia,Annual Sundew,578,"Diggs, Lipscomb & O'Kennon 1999, p. 578"
Duchesnea,indica,species,,Duchesnea indica,Indian Mock Strawberry; Yellow-Strawberry,944,"Diggs, Lipscomb & O'Kennon 1999, p. 944"
Dyschoriste,linearis,species,,Dyschoriste linearis,Narrow-Leaf Snakeherb; Narrow-Leaf Dyschoriste; Snakeherb,213,"Diggs, Lipscomb & O'Kennon 1999, p. 213"
Dysodiopsis,tagetoides,species,,Dysodiopsis tagetoides,Marigold Dogweed,346,"Diggs, Lipscomb & O'Kennon 1999, p. 346"
Echinacea,angustifolia,species,,Echinacea angustifolia,Blacksamson,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Echinacea,atrorubens,species,,Echinacea atrorubens,,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Echinacea,pallida,species,,Echinacea pallida,Pale Echinacea,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Echinacea,purpurea,species,,Echinacea purpurea,,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Echinacea,sanguinea,species,,Echinacea sanguinea,,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Echinocactus,texensis,species,,Echinocactus texensis,Horsecrippler; Devil’s-Head Cactus; Devil’s-Pincushion; Manca Caballo,486,"Diggs, Lipscomb & O'Kennon 1999, p. 486"
Echinocereus,coccineus,variety,paucispinus,Echinocereus coccineus var. paucispinus,Claret-Cup Cactus; Red-Flower Hedgehog,486,"Diggs, Lipscomb & O'Kennon 1999, p. 486"
Echinocereus,reichenbachii,species,,Echinocereus reichenbachii,Lace Cactus; White Lace Cactus; Brown Lace Cactus; Hedgehog Cactus,486,"Diggs, Lipscomb & O'Kennon 1999, p. 486"
Echinochloa,colona,species,,Echinochloa colona,Jungle-Rice; Shama-Millet,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinochloa,crus-galli,species,,Echinochloa crus-galli,Barnyard Grass,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinochloa,crus-pavonis,variety,macera,Echinochloa crus-pavonis var. macera,,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinochloa,muricata,species,,Echinochloa muricata,,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinochloa,muricata,variety,microstachya,Echinochloa muricata var. microstachya,,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinochloa,walteri,species,,Echinochloa walteri,,1266,"Diggs, Lipscomb & O'Kennon 1999, p. 1266"
Echinodorus,berteroi,species,,Echinodorus berteroi,Burhead; Erect Burhead,1087,"Diggs, Lipscomb & O'Kennon 1999, p. 1087"
Echinodorus,cordifolius,subspecies,fluitans,Echinodorus cordifolius subsp. fluitans,Creeping Burhead,1087,"Diggs, Lipscomb & O'Kennon 1999, p. 1087"
Echium,vulgare,species,,Echium vulgare,Blueweed; Bluedevil; Viper’s-Bugloss,448,"Diggs, Lipscomb & O'Kennon 1999, p. 448"
Eclipta,prostrata,species,,Eclipta prostrata,Pieplant; Yerba De Tago,347,"Diggs, Lipscomb & O'Kennon 1999, p. 347"
Egeria,densa,species,,Egeria densa,Waterweed,1168,"Diggs, Lipscomb & O'Kennon 1999, p. 1168"
Eichhornia,crassipes,species,,Eichhornia crassipes,Common Water-Hyacinth,1339,"Diggs, Lipscomb & O'Kennon 1999, p. 1339"
Elaeagnus,angustifolia,species,,Elaeagnus angustifolia,,580,"Diggs, Lipscomb & O'Kennon 1999, p. 580"
Elaeagnus,pungens,species,,Elaeagnus pungens,Thorny Elaeagnus,579,"Diggs, Lipscomb & O'Kennon 1999, p. 579"
Elatine,brachysperma,species,,Elatine brachysperma,Short-Seed Waterwort,580,"Diggs, Lipscomb & O'Kennon 1999, p. 580"
Elatine,triandra,species,,Elatine triandra,American Waterwort,581,"Diggs, Lipscomb & O'Kennon 1999, p. 581"
Eleocharis,acicularis,species,,Eleocharis acicularis,Reverchon’s Spike-Rush; Needle Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,acutisquamata,species,,Eleocharis acutisquamata,Sharp-Scale Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,baldwinii,species,,Eleocharis baldwinii,,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,cellulosa,species,,Eleocharis cellulosa,Gulfcoast Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,compressa,species,,Eleocharis compressa,Compressed Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,engelmannii,species,,Eleocharis engelmannii,Engelman’s Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,flavescens,species,,Eleocharis flavescens,Pale Spike-Rush,1146,"Diggs, Lipscomb & O'Kennon 1999, p. 1146"
Eleocharis,geniculata,species,,Eleocharis geniculata,,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,lanceolata,species,,Eleocharis lanceolata,Lance-Spike Spike-Rush,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,microcarpa,species,,Eleocharis microcarpa,Small-Seed Spike -Rush,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,montevidensis,species,,Eleocharis montevidensis,,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,obtusa,species,,Eleocharis obtusa,Blunt Spike-Rush,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,palustris,species,,Eleocharis palustris,Large-Spike Spike-Rush; Creeping Spikerush,1147,"Diggs, Lipscomb & O'Kennon 1999, p. 1147"
Eleocharis,parvula,species,,Eleocharis parvula,Dwarf Spikerush,1148,"Diggs, Lipscomb & O'Kennon 1999, p. 1148"
Eleocharis,quadrangulata,species,,Eleocharis quadrangulata,Square-Stem Spike-Rush,1148,"Diggs, Lipscomb & O'Kennon 1999, p. 1148"
Elephantopus,carolinianus,species,,Elephantopus carolinianus,Leafy Elephantopus,348,"Diggs, Lipscomb & O'Kennon 1999, p. 348"
Eleusine,indica,species,,Eleusine indica,Goose Grass; Yard Grass; Zacate Guaima,1268,"Diggs, Lipscomb & O'Kennon 1999, p. 1268"
Ellisia,nyctelea,species,,Ellisia nyctelea,Aunt Lucy; Waterpod,740,"Diggs, Lipscomb & O'Kennon 1999, p. 740"
Elymus,canadensis,species,,Elymus canadensis,Canada Wild Rye; Nodding Wild Rye,1268,"Diggs, Lipscomb & O'Kennon 1999, p. 1268"
Elymus,virginicus,species,,Elymus virginicus,Virginia Wild Rye,1268,"Diggs, Lipscomb & O'Kennon 1999, p. 1268"
Engelmannia,peristenia,species,,Engelmannia peristenia,Engelmann’s Daisy; Cutleaf Daisy,348,"Diggs, Lipscomb & O'Kennon 1999, p. 348"
Enteropogon,chlorideus,species,,Enteropogon chlorideus,,1258,"Diggs, Lipscomb & O'Kennon 1999, p. 1258"
Ephedra,antisyphilitica,species,,Ephedra antisyphilitica,Joint-Fir; Clapweed; Popote; Tepopote; Cañatilla,208,"Diggs, Lipscomb & O'Kennon 1999, p. 208"
Ephedra,pedunculata,species,,Ephedra pedunculata,Vine Joint -Fir; Comida De Víbora; Clapweed,208,"Diggs, Lipscomb & O'Kennon 1999, p. 208"
Epipactis,gigantea,species,,Epipactis gigantea,Giant Helleborine; Stream-Orchis; Stream Epipactis; Chatterbox,1215,"Diggs, Lipscomb & O'Kennon 1999, p. 1215"
Equisetum,hyemale,subspecies,affine,Equisetum hyemale subsp. affine,Tall Scouring-Rush; American Scouring -Rush; Common Scouring -Rush; Great Scouringrush; Cañuela,176,"Diggs, Lipscomb & O'Kennon 1999, p. 176"
Equisetum,laevigatum,species,,Equisetum laevigatum,Smooth Horsetail; Smooth Scouring-Rush; Braun’s Scouring-Rush; Kansas Horsetail; Kansas Scouring-Rush; Summer Scouring-Rush; Cola De Caballo; Cañuela,178,"Diggs, Lipscomb & O'Kennon 1999, p. 178"
Eragrostis,barrelieri,species,,Eragrostis barrelieri,Mediterranean Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,cilianensis,species,,Eragrostis cilianensis,Stink Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,curtipedicellata,species,,Eragrostis curtipedicellata,Gummy Love Grass; Short-Stalked Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,curvula,species,,Eragrostis curvula,Weeping Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,hirsuta,species,,Eragrostis hirsuta,Big-Top Love Grass; Stout Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,hypnoides,species,,Eragrostis hypnoides,Teal Love Grass; Smooth Creeping Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,intermedia,species,,Eragrostis intermedia,Plains Love Grass,1270,"Diggs, Lipscomb & O'Kennon 1999, p. 1270"
Eragrostis,pectinacea,species,,Eragrostis pectinacea,,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,pectinacea,variety,miserrima,Eragrostis pectinacea var. miserrima,,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,pilosa,species,,Eragrostis pilosa,India Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,reptans,species,,Eragrostis reptans,Creeping Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,secundiflora,subspecies,oxylepis,Eragrostis secundiflora subsp. oxylepis,Red Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,sessilispica,species,,Eragrostis sessilispica,Tumble Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,spectabilis,species,,Eragrostis spectabilis,Purple Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,superba,species,,Eragrostis superba,Wilmann’s Love Grass,1272,"Diggs, Lipscomb & O'Kennon 1999, p. 1272"
Eragrostis,trichodes,species,,Eragrostis trichodes,Sand Love Grass,1274,"Diggs, Lipscomb & O'Kennon 1999, p. 1274"
Erechtites,hieraciifolia,species,,Erechtites hieraciifolia,American Burnweed; Fireweed,348,"Diggs, Lipscomb & O'Kennon 1999, p. 348"
Ericaulon,kornickianum,species,,Ericaulon kornickianum,,1166,"Diggs, Lipscomb & O'Kennon 1999, p. 1166"
Erigeron,annuus,species,,Erigeron annuus,Annual Fleabane,350,"Diggs, Lipscomb & O'Kennon 1999, p. 350"
Erigeron,geiseri,species,,Erigeron geiseri,Basin Fleabane,350,"Diggs, Lipscomb & O'Kennon 1999, p. 350"
Erigeron,modestus,species,,Erigeron modestus,Plains Fleabane,350,"Diggs, Lipscomb & O'Kennon 1999, p. 350"
Erigeron,philadelphicus,species,,Erigeron philadelphicus,Philadelphia Fleabane,352,"Diggs, Lipscomb & O'Kennon 1999, p. 352"
Erigeron,strigosus,species,,Erigeron strigosus,,352,"Diggs, Lipscomb & O'Kennon 1999, p. 352"
Erigeron,strigosus,variety,beyrichii,Erigeron strigosus var. beyrichii,,352,"Diggs, Lipscomb & O'Kennon 1999, p. 352"
Erigeron,tenuis,species,,Erigeron tenuis,Slender Fleabane,352,"Diggs, Lipscomb & O'Kennon 1999, p. 352"
Eriocaulon,aquaticum,species,,Eriocaulon aquaticum,,1166,"Diggs, Lipscomb & O'Kennon 1999, p. 1166"
Eriocaulon,decangulare,species,,Eriocaulon decangulare,Ten-Angle Pipewort; Pipewort,1166,"Diggs, Lipscomb & O'Kennon 1999, p. 1166"
Eriocaulon,texense,species,,Eriocaulon texense,Texas Pipewort; Pipewort,1166,"Diggs, Lipscomb & O'Kennon 1999, p. 1166"
Eriochloa,contracta,species,,Eriochloa contracta,Prairie Cup Grass,1274,"Diggs, Lipscomb & O'Kennon 1999, p. 1274"
Eriochloa,sericea,species,,Eriochloa sericea,Texas Cup Grass; Silky Cup Grass,1274,"Diggs, Lipscomb & O'Kennon 1999, p. 1274"
Eriogonum,annuum,species,,Eriogonum annuum,Annual Wild Buckwheat,899,"Diggs, Lipscomb & O'Kennon 1999, p. 899"
Eriogonum,longifolium,species,,Eriogonum longifolium,Long-Leaf Wild Buckwheat,899,"Diggs, Lipscomb & O'Kennon 1999, p. 899"
Eriogonum,multiflorum,species,,Eriogonum multiflorum,Heart-Sepal Wild Buckwheat,899,"Diggs, Lipscomb & O'Kennon 1999, p. 899"
Erioneuron,pilosum,species,,Erioneuron pilosum,Hairy Tridens; Hairy Erioneuron,1274,"Diggs, Lipscomb & O'Kennon 1999, p. 1274"
Erodium,cicutarium,species,,Erodium cicutarium,Filaree; Pin-Clover; California Filaree; Alfilaria; Alfilerillo,730,"Diggs, Lipscomb & O'Kennon 1999, p. 730"
Erodium,texanum,species,,Erodium texanum,Texas Filaree; Heronbill,730,"Diggs, Lipscomb & O'Kennon 1999, p. 730"
Erucastrum,gallicum,species,,Erucastrum gallicum,Rocketsalad; Rocketweed; Dog-Mustard,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Eryngium,diffusum,species,,Eryngium diffusum,Bushy Eryngo; Diffuse Eryngo,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Eryngium,hookeri,species,,Eryngium hookeri,Hooker’s Eryngo,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Eryngium,integrifolium,species,,Eryngium integrifolium,Simple-Leaf Eryngo,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Eryngium,leavenworthii,species,,Eryngium leavenworthii,Leavenworth’s Eryngo,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Eryngium,prostratum,species,,Eryngium prostratum,,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Eryngium,yuccifolium,species,,Eryngium yuccifolium,Rattlesnake-Master; Button Snakeroot; Bristle-Leaf Eryngo,252,"Diggs, Lipscomb & O'Kennon 1999, p. 252"
Erysimum,asperum,species,,Erysimum asperum,Western Wallflower,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Erysimum,capitatum,species,,Erysimum capitatum,Plains Erysimum; Western Wallflower; Prairie-Rocket,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Erysimum,repandum,species,,Erysimum repandum,Spreading Erysimum; Bushy Wallflower,468,"Diggs, Lipscomb & O'Kennon 1999, p. 468"
Erythrina,herbacea,species,,Erythrina herbacea,Coral-Bean; Eastern Coral-Bean; Cherokeebean,658,"Diggs, Lipscomb & O'Kennon 1999, p. 658"
Erythronium,albidum,species,,Erythronium albidum,White Dog-Tooth-Violet; White Fawn-Lily; Trout-Lily,1201,"Diggs, Lipscomb & O'Kennon 1999, p. 1201"
Erythronium,mesochoreum,species,,Erythronium mesochoreum,,1201,"Diggs, Lipscomb & O'Kennon 1999, p. 1201"
Escobaria,missouriensis,species,,Escobaria missouriensis,Plains Nipple Cactus,488,"Diggs, Lipscomb & O'Kennon 1999, p. 488"
Escobaria,missouriensis,variety,robustior,Escobaria missouriensis var. robustior,,488,"Diggs, Lipscomb & O'Kennon 1999, p. 488"
Escobaria,missouriensis,variety,similis,Escobaria missouriensis var. similis,,488,"Diggs, Lipscomb & O'Kennon 1999, p. 488"
Escobaria,vivipara,variety,radiosa,Escobaria vivipara var. radiosa,,488,"Diggs, Lipscomb & O'Kennon 1999, p. 488"
Eupatorium,altissimum,species,,Eupatorium altissimum,Tall Eupatorium; Tall Thoroughwort,353,"Diggs, Lipscomb & O'Kennon 1999, p. 353"
Eupatorium,capillifolium,species,,Eupatorium capillifolium,Dogfennel; Dogfennel Eupatorium; Cypressweed,353,"Diggs, Lipscomb & O'Kennon 1999, p. 353"
Eupatorium,coelestinum,species,,Eupatorium coelestinum,Mistflower; Blue Boneset,353,"Diggs, Lipscomb & O'Kennon 1999, p. 353"
Eupatorium,havanense,species,,Eupatorium havanense,Shrubby Boneset,353,"Diggs, Lipscomb & O'Kennon 1999, p. 353"
Eupatorium,incarnatum,species,,Eupatorium incarnatum,Pink Eupatorium; Pink Boneset,354,"Diggs, Lipscomb & O'Kennon 1999, p. 354"
Eupatorium,perfoliatum,species,,Eupatorium perfoliatum,Boneset; Thoroughwort; Agueweed,354,"Diggs, Lipscomb & O'Kennon 1999, p. 354"
